NROBARRIO;BARRIO;CODBA;DESC_LINEA;COD_VARIAN;COD_LINEA;COD_SUBLIN;codvariantLineas;DESC_LINEA_1;DESC_SUBLI
33;PASO DE LAS DURANAS;PD;157;1059;72;139;1059;157;PARQUE RODO - P.DE LA ARENA
33;PASO DE LAS DURANAS;PD;182;1297;86;167;1297;182;P.RODO - PASO MOLINO
33;PASO DE LAS DURANAS;PD;183;1301;87;168;1301;183;POCITOS - ESC. MARITIMA
33;PASO DE LAS DURANAS;PD;L29;3354;441;814;3354;L29;PASO MOLINO - COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;L29;3643;441;853;3643;L29;PASO MOLINO - LA CARBONERA
33;PASO DE LAS DURANAS;PD;L29;7330;441;878;7330;L29;PASO MOLINO - COMPLEJO AMERICA_(FERIA)
33;PASO DE LAS DURANAS;PD;L29;7332;441;879;7332;L29;PASO MOLINO - LA CARBONERA_(FERIA)
33;PASO DE LAS DURANAS;PD;M-B;7376;454;891;7376;M-B;INTENDENCIA - MUSEO DE LA MEMORIA
33;PASO DE LAS DURANAS;PD;183;7607;87;919;7607;183;POCITOS - PASO MOLINO
33;PASO DE LAS DURANAS;PD;157;1059;72;139;1059;157;PARQUE RODO - P.DE LA ARENA
33;PASO DE LAS DURANAS;PD;182;1297;86;167;1297;182;P.RODO - PASO MOLINO
33;PASO DE LAS DURANAS;PD;183;1301;87;168;1301;183;POCITOS - ESC. MARITIMA
33;PASO DE LAS DURANAS;PD;L29;3354;441;814;3354;L29;PASO MOLINO - COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;147;3360;444;817;3360;147;ADUANA _ COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;147;3390;444;829;3390;147;CIUDADELA -  COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;L29;3643;441;853;3643;L29;PASO MOLINO - LA CARBONERA
33;PASO DE LAS DURANAS;PD;L29;7330;441;878;7330;L29;PASO MOLINO - COMPLEJO AMERICA_(FERIA)
33;PASO DE LAS DURANAS;PD;L29;7332;441;879;7332;L29;PASO MOLINO - LA CARBONERA_(FERIA)
33;PASO DE LAS DURANAS;PD;M-B;7376;454;891;7376;M-B;INTENDENCIA - MUSEO DE LA MEMORIA
33;PASO DE LAS DURANAS;PD;183;7607;87;919;7607;183;POCITOS - PASO MOLINO
33;PASO DE LAS DURANAS;PD;582;219;21;23;219;582;PEÃ?AROL - PTA. CARRETA
33;PASO DE LAS DURANAS;PD;149;968;67;132;968;149;POCITOS - MANGA
33;PASO DE LAS DURANAS;PD;149;981;67;266;981;149;POCITOS - GRUTA DE LOURDES
33;PASO DE LAS DURANAS;PD;151;3363;446;819;3363;151;PORTONES - VERDISOL
33;PASO DE LAS DURANAS;PD;526;3369;449;822;3369;526;MALVIN - COLON
33;PASO DE LAS DURANAS;PD;148;3405;445;836;3405;148;ADUANA - AVIACION
33;PASO DE LAS DURANAS;PD;148;3407;445;837;3407;148;CIUDADELA - AVIACION
33;PASO DE LAS DURANAS;PD;148;3409;445;838;3409;148;ADUANA - FAUQUET /MELILLA
33;PASO DE LAS DURANAS;PD;148;3632;445;847;3632;148;ADUANA - TERMINAL COLON
33;PASO DE LAS DURANAS;PD;148;3633;445;848;3633;148;CIUDADELA - TERMINAL COLON
33;PASO DE LAS DURANAS;PD;148;3634;445;849;3634;148;CIUDAD VIEJA - TERMINAL COLON
33;PASO DE LAS DURANAS;PD;526;3636;449;851;3636;526;MALVIN - TERMINAL COLÃ?Â?N
33;PASO DE LAS DURANAS;PD;148;3637;445;839;3637;148;FAUQUET - CIUDADELA
33;PASO DE LAS DURANAS;PD;148;3640;445;852;3640;148;CIUDAD VIEJA - FAUQUET
33;PASO DE LAS DURANAS;PD;148;3651;445;818;3651;148;CIUDAD VIEJA - AVIACION
33;PASO DE LAS DURANAS;PD;148;3653;445;818;3653;148;CIUDAD VIEJA - AVIACION
33;PASO DE LAS DURANAS;PD;526;7329;449;876;7329;526;MALVIN - COLON - (ESPECIAL)
33;PASO DE LAS DURANAS;PD;582;219;21;23;219;582;PEÃ?AROL - PTA. CARRETA
33;PASO DE LAS DURANAS;PD;149;968;67;132;968;149;POCITOS - MANGA
33;PASO DE LAS DURANAS;PD;149;981;67;266;981;149;POCITOS - GRUTA DE LOURDES
33;PASO DE LAS DURANAS;PD;151;3363;446;819;3363;151;PORTONES - VERDISOL
33;PASO DE LAS DURANAS;PD;526;3369;449;822;3369;526;MALVIN - COLON
33;PASO DE LAS DURANAS;PD;D5;3371;450;823;3371;D5;CIUDAD VIEJA - LA PAZ
33;PASO DE LAS DURANAS;PD;148;3405;445;836;3405;148;ADUANA - AVIACION
33;PASO DE LAS DURANAS;PD;148;3407;445;837;3407;148;CIUDADELA - AVIACION
33;PASO DE LAS DURANAS;PD;148;3409;445;838;3409;148;ADUANA - FAUQUET /MELILLA
33;PASO DE LAS DURANAS;PD;148;3632;445;847;3632;148;ADUANA - TERMINAL COLON
33;PASO DE LAS DURANAS;PD;148;3633;445;848;3633;148;CIUDADELA - TERMINAL COLON
33;PASO DE LAS DURANAS;PD;148;3634;445;849;3634;148;CIUDAD VIEJA - TERMINAL COLON
33;PASO DE LAS DURANAS;PD;526;3636;449;851;3636;526;MALVIN - TERMINAL COLÃ?Â?N
33;PASO DE LAS DURANAS;PD;148;3637;445;839;3637;148;FAUQUET - CIUDADELA
33;PASO DE LAS DURANAS;PD;148;3640;445;852;3640;148;CIUDAD VIEJA - FAUQUET
33;PASO DE LAS DURANAS;PD;148;3651;445;818;3651;148;CIUDAD VIEJA - AVIACION
33;PASO DE LAS DURANAS;PD;148;3653;445;818;3653;148;CIUDAD VIEJA - AVIACION
33;PASO DE LAS DURANAS;PD;526;7329;449;876;7329;526;MALVIN - COLON - (ESPECIAL)
33;PASO DE LAS DURANAS;PD;582;219;21;23;219;582;PEÃ?AROL - PTA. CARRETA
33;PASO DE LAS DURANAS;PD;151;3363;446;819;3363;151;PORTONES - VERDISOL
33;PASO DE LAS DURANAS;PD;526;3369;449;822;3369;526;MALVIN - COLON
33;PASO DE LAS DURANAS;PD;148;3405;445;836;3405;148;ADUANA - AVIACION
33;PASO DE LAS DURANAS;PD;148;3407;445;837;3407;148;CIUDADELA - AVIACION
33;PASO DE LAS DURANAS;PD;148;3409;445;838;3409;148;ADUANA - FAUQUET /MELILLA
33;PASO DE LAS DURANAS;PD;148;3632;445;847;3632;148;ADUANA - TERMINAL COLON
33;PASO DE LAS DURANAS;PD;148;3633;445;848;3633;148;CIUDADELA - TERMINAL COLON
33;PASO DE LAS DURANAS;PD;148;3634;445;849;3634;148;CIUDAD VIEJA - TERMINAL COLON
33;PASO DE LAS DURANAS;PD;526;3636;449;851;3636;526;MALVIN - TERMINAL COLÃ?Â?N
33;PASO DE LAS DURANAS;PD;148;3637;445;839;3637;148;FAUQUET - CIUDADELA
33;PASO DE LAS DURANAS;PD;148;3640;445;852;3640;148;CIUDAD VIEJA - FAUQUET
33;PASO DE LAS DURANAS;PD;148;3651;445;818;3651;148;CIUDAD VIEJA - AVIACION
33;PASO DE LAS DURANAS;PD;148;3653;445;818;3653;148;CIUDAD VIEJA - AVIACION
33;PASO DE LAS DURANAS;PD;526;7329;449;876;7329;526;MALVIN - COLON - (ESPECIAL)
33;PASO DE LAS DURANAS;PD;582;219;21;23;219;582;PEÃ?AROL - PTA. CARRETA
33;PASO DE LAS DURANAS;PD;151;3363;446;819;3363;151;PORTONES - VERDISOL
33;PASO DE LAS DURANAS;PD;526;3369;449;822;3369;526;MALVIN - COLON
33;PASO DE LAS DURANAS;PD;148;3405;445;836;3405;148;ADUANA - AVIACION
33;PASO DE LAS DURANAS;PD;148;3407;445;837;3407;148;CIUDADELA - AVIACION
33;PASO DE LAS DURANAS;PD;148;3409;445;838;3409;148;ADUANA - FAUQUET /MELILLA
33;PASO DE LAS DURANAS;PD;148;3632;445;847;3632;148;ADUANA - TERMINAL COLON
33;PASO DE LAS DURANAS;PD;148;3633;445;848;3633;148;CIUDADELA - TERMINAL COLON
33;PASO DE LAS DURANAS;PD;148;3634;445;849;3634;148;CIUDAD VIEJA - TERMINAL COLON
33;PASO DE LAS DURANAS;PD;526;3636;449;851;3636;526;MALVIN - TERMINAL COLÃ?Â?N
33;PASO DE LAS DURANAS;PD;148;3637;445;839;3637;148;FAUQUET - CIUDADELA
33;PASO DE LAS DURANAS;PD;148;3640;445;852;3640;148;CIUDAD VIEJA - FAUQUET
33;PASO DE LAS DURANAS;PD;148;3651;445;818;3651;148;CIUDAD VIEJA - AVIACION
33;PASO DE LAS DURANAS;PD;148;3653;445;818;3653;148;CIUDAD VIEJA - AVIACION
33;PASO DE LAS DURANAS;PD;526;7329;449;876;7329;526;MALVIN - COLON - (ESPECIAL)
33;PASO DE LAS DURANAS;PD;582;219;21;23;219;582;PEÃ?AROL - PTA. CARRETA
33;PASO DE LAS DURANAS;PD;151;3363;446;819;3363;151;PORTONES - VERDISOL
33;PASO DE LAS DURANAS;PD;526;3369;449;822;3369;526;MALVIN - COLON
33;PASO DE LAS DURANAS;PD;D5;3371;450;823;3371;D5;CIUDAD VIEJA - LA PAZ
33;PASO DE LAS DURANAS;PD;148;3405;445;836;3405;148;ADUANA - AVIACION
33;PASO DE LAS DURANAS;PD;148;3407;445;837;3407;148;CIUDADELA - AVIACION
33;PASO DE LAS DURANAS;PD;148;3409;445;838;3409;148;ADUANA - FAUQUET /MELILLA
33;PASO DE LAS DURANAS;PD;148;3632;445;847;3632;148;ADUANA - TERMINAL COLON
33;PASO DE LAS DURANAS;PD;148;3633;445;848;3633;148;CIUDADELA - TERMINAL COLON
33;PASO DE LAS DURANAS;PD;148;3634;445;849;3634;148;CIUDAD VIEJA - TERMINAL COLON
33;PASO DE LAS DURANAS;PD;526;3636;449;851;3636;526;MALVIN - TERMINAL COLÃ?Â?N
33;PASO DE LAS DURANAS;PD;148;3637;445;839;3637;148;FAUQUET - CIUDADELA
33;PASO DE LAS DURANAS;PD;148;3640;445;852;3640;148;CIUDAD VIEJA - FAUQUET
33;PASO DE LAS DURANAS;PD;148;3651;445;818;3651;148;CIUDAD VIEJA - AVIACION
33;PASO DE LAS DURANAS;PD;148;3653;445;818;3653;148;CIUDAD VIEJA - AVIACION
33;PASO DE LAS DURANAS;PD;526;7329;449;876;7329;526;MALVIN - COLON - (ESPECIAL)
33;PASO DE LAS DURANAS;PD;147;3359;444;817;3359;147;ADUANA _ COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;147;3389;444;829;3389;147;CIUDADELA -  COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;147;3359;444;817;3359;147;ADUANA _ COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;147;3389;444;829;3389;147;CIUDADELA -  COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;147;3360;444;817;3360;147;ADUANA _ COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;147;3390;444;829;3390;147;CIUDADELA -  COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;147;3360;444;817;3360;147;ADUANA _ COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;147;3390;444;829;3390;147;CIUDADELA -  COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;147;3360;444;817;3360;147;ADUANA _ COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;147;3390;444;829;3390;147;CIUDADELA -  COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;522;184;16;18;184;522;POCITOS - SAYAGO (PLANTA)
33;PASO DE LAS DURANAS;PD;195;1434;94;179;1434;195;BUCEO - PLAYA CERRO (DIQUE)
33;PASO DE LAS DURANAS;PD;522;2426;16;336;2426;522;POCITOS - SAYAGO
33;PASO DE LAS DURANAS;PD;195;2999;94;748;2999;195;T. CERRO - CRIO. BUCEO (2-11)
33;PASO DE LAS DURANAS;PD;195;3010;94;749;3010;195;T.CERRO- CRIO BUCEO (2-11 POR HIPODROMO)
33;PASO DE LAS DURANAS;PD;195;3082;94;769;3082;195;PLAYA CERRO - PQUE ROOSEVELT
33;PASO DE LAS DURANAS;PD;145;3358;443;816;3358;145;PZA ESPAÃ?Â?A - COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;195;7342;94;881;7342;195;BUCEO - PLAYA CERRO (DIQUE) POR MAROÃ?AS
33;PASO DE LAS DURANAS;PD;2;7566;485;914;7566;2;PORTONES - MELILLA
33;PASO DE LAS DURANAS;PD;2;7590;485;915;7590;2;PORTONES - SAINT BOIS
33;PASO DE LAS DURANAS;PD;2;7592;485;917;7592;2;PORTONES _ FAUQUET POR SAINT  BOIS
33;PASO DE LAS DURANAS;PD;149;982;67;132;982;149;POCITOS - MANGA
33;PASO DE LAS DURANAS;PD;149;1959;67;266;1959;149;POCITOS - GRUTA DE LOURDES
33;PASO DE LAS DURANAS;PD;M-B;7376;454;891;7376;M-B;INTENDENCIA - MUSEO DE LA MEMORIA
33;PASO DE LAS DURANAS;PD;149;968;67;132;968;149;POCITOS - MANGA
33;PASO DE LAS DURANAS;PD;149;981;67;266;981;149;POCITOS - GRUTA DE LOURDES
33;PASO DE LAS DURANAS;PD;149;968;67;132;968;149;POCITOS - MANGA
33;PASO DE LAS DURANAS;PD;149;981;67;266;981;149;POCITOS - GRUTA DE LOURDES
33;PASO DE LAS DURANAS;PD;L29;3353;441;814;3353;L29;PASO MOLINO - COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;L29;3644;441;853;3644;L29;PASO MOLINO - LA CARBONERA
33;PASO DE LAS DURANAS;PD;L29;7331;441;878;7331;L29;PASO MOLINO - COMPLEJO AMERICA_(FERIA)
33;PASO DE LAS DURANAS;PD;L29;7333;441;879;7333;L29;PASO MOLINO - LA CARBONERA_(FERIA)
33;PASO DE LAS DURANAS;PD;L29;3353;441;814;3353;L29;PASO MOLINO - COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;L29;3644;441;853;3644;L29;PASO MOLINO - LA CARBONERA
33;PASO DE LAS DURANAS;PD;L29;7331;441;878;7331;L29;PASO MOLINO - COMPLEJO AMERICA_(FERIA)
33;PASO DE LAS DURANAS;PD;L29;7333;441;879;7333;L29;PASO MOLINO - LA CARBONERA_(FERIA)
33;PASO DE LAS DURANAS;PD;M-B;7376;454;891;7376;M-B;INTENDENCIA - MUSEO DE LA MEMORIA
33;PASO DE LAS DURANAS;PD;L29;3354;441;814;3354;L29;PASO MOLINO - COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;L29;3643;441;853;3643;L29;PASO MOLINO - LA CARBONERA
33;PASO DE LAS DURANAS;PD;L29;7330;441;878;7330;L29;PASO MOLINO - COMPLEJO AMERICA_(FERIA)
33;PASO DE LAS DURANAS;PD;L29;7332;441;879;7332;L29;PASO MOLINO - LA CARBONERA_(FERIA)
33;PASO DE LAS DURANAS;PD;L29;3354;441;814;3354;L29;PASO MOLINO - COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;L29;3643;441;853;3643;L29;PASO MOLINO - LA CARBONERA
33;PASO DE LAS DURANAS;PD;L29;7330;441;878;7330;L29;PASO MOLINO - COMPLEJO AMERICA_(FERIA)
33;PASO DE LAS DURANAS;PD;L29;7332;441;879;7332;L29;PASO MOLINO - LA CARBONERA_(FERIA)
33;PASO DE LAS DURANAS;PD;195;1434;94;179;1434;195;BUCEO - PLAYA CERRO (DIQUE)
33;PASO DE LAS DURANAS;PD;195;2999;94;748;2999;195;T. CERRO - CRIO. BUCEO (2-11)
33;PASO DE LAS DURANAS;PD;195;3010;94;749;3010;195;T.CERRO- CRIO BUCEO (2-11 POR HIPODROMO)
33;PASO DE LAS DURANAS;PD;195;3082;94;769;3082;195;PLAYA CERRO - PQUE ROOSEVELT
33;PASO DE LAS DURANAS;PD;L24;3351;440;813;3351;L24;BELVEDERE - SAYAGO NORTE
33;PASO DE LAS DURANAS;PD;147;3359;444;817;3359;147;ADUANA _ COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;147;3389;444;829;3389;147;CIUDADELA -  COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;195;7342;94;881;7342;195;BUCEO - PLAYA CERRO (DIQUE) POR MAROÃ?AS
33;PASO DE LAS DURANAS;PD;195;1434;94;179;1434;195;BUCEO - PLAYA CERRO (DIQUE)
33;PASO DE LAS DURANAS;PD;195;2999;94;748;2999;195;T. CERRO - CRIO. BUCEO (2-11)
33;PASO DE LAS DURANAS;PD;195;3010;94;749;3010;195;T.CERRO- CRIO BUCEO (2-11 POR HIPODROMO)
33;PASO DE LAS DURANAS;PD;195;3082;94;769;3082;195;PLAYA CERRO - PQUE ROOSEVELT
33;PASO DE LAS DURANAS;PD;L24;3351;440;813;3351;L24;BELVEDERE - SAYAGO NORTE
33;PASO DE LAS DURANAS;PD;147;3359;444;817;3359;147;ADUANA _ COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;147;3389;444;829;3389;147;CIUDADELA -  COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;195;7342;94;881;7342;195;BUCEO - PLAYA CERRO (DIQUE) POR MAROÃ?AS
33;PASO DE LAS DURANAS;PD;157;1069;72;139;1069;157;PARQUE RODO - P.DE LA ARENA
33;PASO DE LAS DURANAS;PD;181;1282;85;165;1282;181;POCITOS - ESC. MARITIMA
33;PASO DE LAS DURANAS;PD;182;1299;86;167;1299;182;P.RODO - PASO MOLINO
33;PASO DE LAS DURANAS;PD;182;3238;86;783;3238;182;P. RODO PASO MOLINO POR AÃ?Â?ON
33;PASO DE LAS DURANAS;PD;L29;3353;441;814;3353;L29;PASO MOLINO - COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;L29;3644;441;853;3644;L29;PASO MOLINO - LA CARBONERA
33;PASO DE LAS DURANAS;PD;L29;7331;441;878;7331;L29;PASO MOLINO - COMPLEJO AMERICA_(FERIA)
33;PASO DE LAS DURANAS;PD;L29;7333;441;879;7333;L29;PASO MOLINO - LA CARBONERA_(FERIA)
33;PASO DE LAS DURANAS;PD;181;7602;85;918;7602;181;POCITOS - PASO MOLINO
33;PASO DE LAS DURANAS;PD;195;1434;94;179;1434;195;BUCEO - PLAYA CERRO (DIQUE)
33;PASO DE LAS DURANAS;PD;195;2999;94;748;2999;195;T. CERRO - CRIO. BUCEO (2-11)
33;PASO DE LAS DURANAS;PD;195;3010;94;749;3010;195;T.CERRO- CRIO BUCEO (2-11 POR HIPODROMO)
33;PASO DE LAS DURANAS;PD;195;3082;94;769;3082;195;PLAYA CERRO - PQUE ROOSEVELT
33;PASO DE LAS DURANAS;PD;L24;3351;440;813;3351;L24;BELVEDERE - SAYAGO NORTE
33;PASO DE LAS DURANAS;PD;147;3359;444;817;3359;147;ADUANA _ COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;147;3389;444;829;3389;147;CIUDADELA -  COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;195;7342;94;881;7342;195;BUCEO - PLAYA CERRO (DIQUE) POR MAROÃ?AS
33;PASO DE LAS DURANAS;PD;149;982;67;132;982;149;POCITOS - MANGA
33;PASO DE LAS DURANAS;PD;149;1959;67;266;1959;149;POCITOS - GRUTA DE LOURDES
33;PASO DE LAS DURANAS;PD;149;968;67;132;968;149;POCITOS - MANGA
33;PASO DE LAS DURANAS;PD;149;981;67;266;981;149;POCITOS - GRUTA DE LOURDES
33;PASO DE LAS DURANAS;PD;147;3359;444;817;3359;147;ADUANA _ COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;147;3389;444;829;3389;147;CIUDADELA -  COMPLEJO AMERICA
33;PASO DE LAS DURANAS;PD;M-B;7376;454;891;7376;M-B;INTENDENCIA - MUSEO DE LA MEMORIA
22;ITUZAINGO;IT;456;98;8;9;98;456;ADUANA - INSTRUCCIONES (NOC.)
22;ITUZAINGO;IT;505;171;15;16;171;505;ADUANA - ANDALUZ (NOC.)
22;ITUZAINGO;IT;169;1162;78;151;1162;169;CIUDADELA - TOLEDO CHICO
22;ITUZAINGO;IT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
22;ITUZAINGO;IT;195;1434;94;179;1434;195;BUCEO - PLAYA CERRO (DIQUE)
22;ITUZAINGO;IT;199;1448;95;181;1448;199;PTA.CARRETAS - CRIO.DEL NORTE
22;ITUZAINGO;IT;L2;1561;110;205;1561;L2;C.CORRALES - C.MALDONADO KM 16
22;ITUZAINGO;IT;199;1992;95;269;1992;199;PTA.CARRETAS - CRIO.DEL NORTE (MAROÃ?AS)
22;ITUZAINGO;IT;505;2048;15;270;2048;505;CIUDADELA - ANDALUZ
22;ITUZAINGO;IT;456;2088;8;288;2088;456;CIUDADELA - INSTRUCCIONES
22;ITUZAINGO;IT;169;2400;78;335;2400;169;CIUDAD VIEJA - TOLEDO CHICO
22;ITUZAINGO;IT;169;2845;78;726;2845;169;ADUANA - TOLEDO CHICO
22;ITUZAINGO;IT;456;2996;8;747;2996;456;ADUANA - INSTRUCC. (CIRCUITO)
22;ITUZAINGO;IT;195;2999;94;748;2999;195;T. CERRO - CRIO. BUCEO (2-11)
22;ITUZAINGO;IT;195;3010;94;749;3010;195;T.CERRO- CRIO BUCEO (2-11 POR HIPODROMO)
22;ITUZAINGO;IT;195;3082;94;769;3082;195;PLAYA CERRO - PQUE ROOSEVELT
22;ITUZAINGO;IT;195;7342;94;881;7342;195;BUCEO - PLAYA CERRO (DIQUE) POR MAROÃ?AS
22;ITUZAINGO;IT;505;7430;15;892;7430;505;JOSE B. ORDOÃ?EZ - ANDALUZ
22;ITUZAINGO;IT;456;98;8;9;98;456;ADUANA - INSTRUCCIONES (NOC.)
22;ITUZAINGO;IT;505;171;15;16;171;505;ADUANA - ANDALUZ (NOC.)
22;ITUZAINGO;IT;169;1162;78;151;1162;169;CIUDADELA - TOLEDO CHICO
22;ITUZAINGO;IT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
22;ITUZAINGO;IT;L2;1561;110;205;1561;L2;C.CORRALES - C.MALDONADO KM 16
22;ITUZAINGO;IT;505;2048;15;270;2048;505;CIUDADELA - ANDALUZ
22;ITUZAINGO;IT;456;2088;8;288;2088;456;CIUDADELA - INSTRUCCIONES
22;ITUZAINGO;IT;169;2400;78;335;2400;169;CIUDAD VIEJA - TOLEDO CHICO
22;ITUZAINGO;IT;169;2845;78;726;2845;169;ADUANA - TOLEDO CHICO
22;ITUZAINGO;IT;456;2996;8;747;2996;456;ADUANA - INSTRUCC. (CIRCUITO)
22;ITUZAINGO;IT;505;7430;15;892;7430;505;JOSE B. ORDOÃ?EZ - ANDALUZ
22;ITUZAINGO;IT;456;98;8;9;98;456;ADUANA - INSTRUCCIONES (NOC.)
22;ITUZAINGO;IT;505;171;15;16;171;505;ADUANA - ANDALUZ (NOC.)
22;ITUZAINGO;IT;169;1162;78;151;1162;169;CIUDADELA - TOLEDO CHICO
22;ITUZAINGO;IT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
22;ITUZAINGO;IT;L2;1561;110;205;1561;L2;C.CORRALES - C.MALDONADO KM 16
22;ITUZAINGO;IT;505;2048;15;270;2048;505;CIUDADELA - ANDALUZ
22;ITUZAINGO;IT;456;2088;8;288;2088;456;CIUDADELA - INSTRUCCIONES
22;ITUZAINGO;IT;169;2400;78;335;2400;169;CIUDAD VIEJA - TOLEDO CHICO
22;ITUZAINGO;IT;169;2845;78;726;2845;169;ADUANA - TOLEDO CHICO
22;ITUZAINGO;IT;456;2996;8;747;2996;456;ADUANA - INSTRUCC. (CIRCUITO)
22;ITUZAINGO;IT;505;7430;15;892;7430;505;JOSE B. ORDOÃ?EZ - ANDALUZ
22;ITUZAINGO;IT;106;442;30;49;442;106;ADUANA - T. RINALDI Y RAFAEL (NOC.)
22;ITUZAINGO;IT;106;455;30;51;455;106;PZA.ESPAÃ?A - T. RINALDI Y RAFAEL
22;ITUZAINGO;IT;110;522;32;57;522;110;PZA.ESPAÃ?A - P. MACADAM
22;ITUZAINGO;IT;300;1667;128;230;1667;300;INSTRUCCIONES - CEMENTERIO CENTRAL
22;ITUZAINGO;IT;300;2066;128;276;2066;300;INSTRUC. - CTRIO. CENTRAL (POR MAROÃ?AS)
22;ITUZAINGO;IT;110;3076;32;766;3076;110;PQUE ROOSEVELT - MANGA
22;ITUZAINGO;IT;106;3297;30;796;3297;106;ADUANA - HIPODROMO
22;ITUZAINGO;IT;106;442;30;49;442;106;ADUANA - T. RINALDI Y RAFAEL (NOC.)
22;ITUZAINGO;IT;106;455;30;51;455;106;PZA.ESPAÃ?A - T. RINALDI Y RAFAEL
22;ITUZAINGO;IT;110;522;32;57;522;110;PZA.ESPAÃ?A - P. MACADAM
22;ITUZAINGO;IT;300;1667;128;230;1667;300;INSTRUCCIONES - CEMENTERIO CENTRAL
22;ITUZAINGO;IT;300;2066;128;276;2066;300;INSTRUC. - CTRIO. CENTRAL (POR MAROÃ?AS)
22;ITUZAINGO;IT;110;3076;32;766;3076;110;PQUE ROOSEVELT - MANGA
22;ITUZAINGO;IT;106;3297;30;796;3297;106;ADUANA - HIPODROMO
22;ITUZAINGO;IT;456;101;8;9;101;456;ADUANA - INSTRUCCIONES (NOC.)
22;ITUZAINGO;IT;505;174;15;16;174;505;ADUANA - ANDALUZ (NOC.)
22;ITUZAINGO;IT;169;1167;78;151;1167;169;CIUDADELA - TOLEDO CHICO
22;ITUZAINGO;IT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
22;ITUZAINGO;IT;199;1995;95;269;1995;199;PTA.CARRETAS - CRIO.DEL NORTE (MAROÃ?AS)
22;ITUZAINGO;IT;505;2050;15;270;2050;505;CIUDADELA - ANDALUZ
22;ITUZAINGO;IT;456;2089;8;288;2089;456;CIUDADELA - INSTRUCCIONES
22;ITUZAINGO;IT;169;2401;78;335;2401;169;CIUDAD VIEJA - TOLEDO CHICO
22;ITUZAINGO;IT;169;2846;78;726;2846;169;ADUANA - TOLEDO CHICO
22;ITUZAINGO;IT;456;2997;8;747;2997;456;ADUANA - INSTRUCC. (CIRCUITO)
22;ITUZAINGO;IT;195;3009;94;749;3009;195;T.CERRO- CRIO BUCEO (2-11 POR HIPODROMO)
22;ITUZAINGO;IT;195;7343;94;881;7343;195;BUCEO - PLAYA CERRO (DIQUE) POR MAROÃ?AS
22;ITUZAINGO;IT;D8;1541;106;199;1541;D8;CIUDAD VIEJA - CAMINO MALDONADO
22;ITUZAINGO;IT;D8;1545;106;199;1545;D8;CIUDAD VIEJA - CAMINO MALDONADO
22;ITUZAINGO;IT;D8;2643;106;704;2643;D8;PLAZA INDEPENDENCIA - CAMINO MALDONADO
22;ITUZAINGO;IT;D8;1545;106;199;1545;D8;CIUDAD VIEJA - CAMINO MALDONADO
22;ITUZAINGO;IT;D8;2643;106;704;2643;D8;PLAZA INDEPENDENCIA - CAMINO MALDONADO
22;ITUZAINGO;IT;306;1761;129;233;1761;306;PQUE ROOSEVELT - CASABO
22;ITUZAINGO;IT;306;3022;129;753;3022;306;PQUE ROOSEVELT - CASABO (POR MAROÃ?AS)
22;ITUZAINGO;IT;306;3088;129;770;3088;306;CASABO - PTE CARRASCO
22;ITUZAINGO;IT;306;3123;129;771;3123;306;CASABO - CRIOLLA ROOSEVELT
22;ITUZAINGO;IT;306;3270;129;793;3270;306;PQUE ROOSEVELT - CASABO POR (TC)
22;ITUZAINGO;IT;306;3271;129;794;3271;306;CASABO - PTE CARRASCO POR (TC)
22;ITUZAINGO;IT;306;3272;129;795;3272;306;PQUE ROOSEVELT - CASABO POR MAROÃ?Â?AS Y TC
22;ITUZAINGO;IT;79;7546;482;909;7546;79;CIUDAD VIEJA - VILLA ESPAÃ?OLA
